left_record_uid,right_record_uid,left_source,right_source,left_name,right_name,left_status,right_status,distance_m,name_score,match_rule,is_grouped_match
NAICS:naics_317,PNNL:building_00451413811,NAICS,PNNL,150 S. FIRST STREETNA LLC,,Operating/inferred,Operating/inferred,1.605,0.0,spatial_100m,True
NAICS:naics_261,PNNL:building_00460076753,NAICS,PNNL,EQUINIX LLC,Equinix San Jose SV3,Operating/inferred,Operating/inferred,1.988,1.0,spatial_100m,True
FracTracker:frac_row_887,PNNL:building_01188715508,FracTracker,PNNL,PowerHouse/AREP ABX-1,PowerHouse ABX-1,Operating,Operating/inferred,2.115,1.0,spatial_100m,True
FracTracker:frac_row_200,PNNL:building_00284044002,FracTracker,PNNL,Atlanta AT2,DataSite Atlanta,Operating,Operating/inferred,2.226,0.333,spatial_100m,True
FracTracker:frac_row_883,PNNL:campus_01020953454,FracTracker,PNNL,IAD24,Digital Loudoun Plaza,Operating,Operating/inferred,2.297,0.5,spatial_100m,True
FracTracker:frac_row_1214,PNNL:building_00299929061,FracTracker,PNNL,FR SUMMIT AWS,Amazon IAD12,Operating,Operating/inferred,2.367,0.0,spatial_100m,True
FracTracker:frac_row_1059,PNNL:building_00460060341,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD52,Operating,Operating/inferred,2.38,1.0,spatial_100m,True
FracTracker:frac_row_79,PNNL:campus_00635022480,FracTracker,PNNL,ATL2,Ascent - Atlanta Data Center,Operating,Operating/inferred,2.394,0.0,spatial_100m,True
FracTracker:frac_row_1111,PNNL:campus_00840582927,FracTracker,PNNL,Middletown Data Center,Middletown Data Center,Operating,Operating/inferred,2.607,1.0,spatial_100m,True
FracTracker:frac_row_849,PNNL:building_00649319778,FracTracker,PNNL,ACC7 Digital Realty,Digital Realty ACC7,Operating,Operating/inferred,2.786,1.0,spatial_100m,True
FracTracker:frac_row_495,PNNL:building_01238955733,FracTracker,PNNL,Orangeburg Data Center,fifteenfortyseven CSR ORNY1,Operating,Operating/inferred,3.432,0.0,spatial_100m,True
NAICS:naics_501,PNNL:building_00502927599,NAICS,PNNL,DATABANK LTD MCI 3 (AIR),Data Center Lenexa,Operating/inferred,Operating/inferred,3.472,0.0,spatial_100m,True
NAICS:naics_263,PNNL:building_00054121151,NAICS,PNNL,"QUALITY INVESTMENT PROPERTIES SANTA CLARA, LLC",QTS Santa Clara 1,Operating/inferred,Operating/inferred,3.55,0.333,spatial_100m,True
FracTracker:frac_row_678,PNNL:building_00254773884,FracTracker,PNNL,ALLEN DATA CENTER ZX026E,,Operating,Operating/inferred,3.582,0.0,spatial_100m,True
FracTracker:frac_row_80,PNNL:building_00039083797,FracTracker,PNNL,Atlanta-Alpharetta,Flexential Atlanta - Alpharetta Data Center,Operating,Operating/inferred,3.687,1.0,spatial_100m,True
FracTracker:frac_row_1198,PNNL:building_00460056024,FracTracker,PNNL,DATA CENTER BUILDING C,Amazon IAD15,Operating,Operating/inferred,3.696,0.0,spatial_100m,True
NAICS:naics_236,PNNL:building_00209073657,NAICS,PNNL,"DIGITAL 1725 COMSTOCK, LLC",Digital Realty Silicon Valley SJC29,Operating/inferred,Operating/inferred,3.782,1.0,spatial_100m,True
NAICS:naics_268,PNNL:building_00209073657,NAICS,PNNL,DIGITAL REALTY TRUST,Digital Realty Silicon Valley SJC29,Operating/inferred,Operating/inferred,3.782,1.0,spatial_100m,True
FracTracker:frac_row_1295,PNNL:building_00664938835,FracTracker,PNNL,MKE1,Expedient Milwaukee,Operating,Operating/inferred,3.921,0.0,spatial_100m,True
FracTracker:frac_row_843,PNNL:building_00298242335,FracTracker,PNNL,44520 HASTINGS DR,Digital Realty ACC3,Operating,Operating/inferred,4.135,0.0,spatial_100m,True
NAICS:naics_444,PNNL:building_01219083554,NAICS,PNNL,T5@CHICAGO II LP,T5 Chicago II,Operating/inferred,Operating/inferred,4.215,1.0,spatial_100m,True
NAICS:naics_307,PNNL:building_00428021796,NAICS,PNNL,GIP 7TH STREETNA LLC,DRT LAX10,Operating/inferred,Operating/inferred,4.359,0.0,spatial_100m,True
FracTracker:frac_row_1215,PNNL:building_00048242814,FracTracker,PNNL,GI TC 45360 SEVERN WAY LLC,Amazon IAD10,Operating,Operating/inferred,4.725,0.0,spatial_100m,True
FracTracker:frac_row_881,PNNL:building_00300969616,FracTracker,PNNL,IAD12,Digital Realty Northern Virginia IAD12,Operating,Operating/inferred,4.737,1.0,spatial_100m,True
NAICS:naics_436,PNNL:building_00863162825,NAICS,PNNL,STREAM DATA CENTERS,Stream Chicago I,Operating/inferred,Operating/inferred,4.774,1.0,spatial_100m,True
FracTracker:frac_row_157,PNNL:building_01258702591,FracTracker,PNNL,Atlanta-Douglasville 2,Flexential Atlanta - Douglasville 2,Operating,Operating/inferred,4.94,1.0,spatial_100m,True
FracTracker:frac_row_356,PNNL:building_00773848531,FracTracker,PNNL,US Signal Data Center,,Expanding,Operating/inferred,5.002,1.0,spatial_100m,True
FracTracker:frac_row_1178,PNNL:building_00048242816,FracTracker,PNNL,1304 SQUIRE CT,Amazon IAD32,Operating,Operating/inferred,5.307,0.0,spatial_100m,True
FracTracker:frac_row_207,PNNL:building_00392324240,FracTracker,PNNL,Atlanta-Norcross,Flexential Atlanta - Norcross,Operating,Operating/inferred,5.384,1.0,spatial_100m,True
FracTracker:frac_row_1079,PNNL:building_00045776988,FracTracker,PNNL,MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),Amazon IAD7,Operating,Operating/inferred,5.521,0.25,spatial_100m,True
FracTracker:frac_row_1255,PNNL:building_01344901575,FracTracker,PNNL,Vantage V2 Campus 22318 Glenn Drive,Vantage VA2,Operating,Operating/inferred,5.71,1.0,spatial_100m,True
FracTracker:frac_row_1191,PNNL:building_00697020850,FracTracker,PNNL,IAD57 Data Center,Amazon IAD57,Operating,Operating/inferred,5.816,1.0,spatial_100m,True
NAICS:naics_228,PNNL:building_00209073649,NAICS,PNNL,"1201 COMSTOCK PARTNERS, LLC",Digital Realty Silicon Valley SJC15,Operating/inferred,Operating/inferred,5.838,0.0,spatial_100m,True
NAICS:naics_264,PNNL:building_00209073649,NAICS,PNNL,COMSTOCK DATA CENTER,Digital Realty Silicon Valley SJC15,Operating/inferred,Operating/inferred,5.838,0.0,spatial_100m,True
FracTracker:frac_row_1235,PNNL:campus_01022757170,FracTracker,PNNL,NV-4 CYRUSONE LLC,,Operating,Operating/inferred,5.859,0.0,spatial_100m,True
NAICS:naics_209,PNNL:building_00390287635,NAICS,PNNL,SWITCH AND DATA CA ELEVEN LLC,Equinix SV6,Operating/inferred,Operating/inferred,6.114,0.0,spatial_100m,True
FracTracker:frac_row_446,PNNL:building_00452116337,FracTracker,PNNL,GI Partners Data Center,BT Radianz: 492 River Road,Operating,Operating/inferred,6.433,0.0,spatial_100m,True
FracTracker:frac_row_934,PNNL:building_00258343744,FracTracker,PNNL,AWS Westfax B,Amazon IAD-9,Operating,Operating/inferred,6.579,1.0,spatial_100m,True
NAICS:naics_259,PNNL:building_00205823971,NAICS,PNNL,"TERREMARK NORTH AMERICA, INC",Equinix SV17,Operating/inferred,Operating/inferred,6.594,0.0,spatial_100m,True
NAICS:naics_267,PNNL:building_00209073645,NAICS,PNNL,1101 SPACE PARK PARTNERS  LLC,Colovore,Operating/inferred,Operating/inferred,6.736,0.0,spatial_100m,True
FracTracker:frac_row_964,PNNL:building_00701924664,FracTracker,PNNL,SENTINEL ASHBURN II,,Operating,Operating/inferred,6.751,1.0,spatial_100m,True
FracTracker:frac_row_119,PNNL:building_00536784688,FracTracker,PNNL,H5 Atlanta,CenturyLink,Operating,Operating/inferred,7.195,0.0,spatial_100m,True
NAICS:naics_232,PNNL:building_00424945852,NAICS,PNNL,DIGITAL 2260 EAST EL SEGUNDO LLC,DRT LAX12,Operating/inferred,Operating/inferred,7.195,1.0,spatial_100m,True
FracTracker:frac_row_350,PNNL:building_00093210344,FracTracker,PNNL,Prosperity Drive Data Center,Lincoln Rackhouse Maryland,Operating,Operating/inferred,7.368,0.0,spatial_100m,True
FracTracker:frac_row_1192,PNNL:building_00697020849,FracTracker,PNNL,AWS: IAD58,Amazon IAD58,Operating,Operating/inferred,7.611,0.333,spatial_100m,True
FracTracker:frac_row_450,PNNL:point_09808044840,FracTracker,PNNL,bigbyte.cc Corp. Data Center,123 Central,Operating,Operating/inferred,8.011,1.0,spatial_100m,True
FracTracker:frac_row_1186,PNNL:building_00052094269,FracTracker,PNNL,45845 NOKES BLVD,Centersquare IAD1-B,Operating,Operating/inferred,8.053,0.0,spatial_100m,True
FracTracker:frac_row_628,PNNL:building_00168129695,FracTracker,PNNL,DataBank Summit Park Campus (PIT2),DataBank Pittsburgh PIT2,Operating,Operating/inferred,8.107,1.0,spatial_100m,True
FracTracker:frac_row_227,PNNL:building_00387379196,FracTracker,PNNL,Atlanta Suwanee DC2,QTS Suwanee Data Center 2,Operating,Operating/inferred,8.2,1.0,spatial_100m,True
FracTracker:frac_row_885,PNNL:campus_01317915930,FracTracker,PNNL,MONTEREY DC ASSETS,Centersquare Ashburn IAD4 Data Center,Operating,Operating/inferred,8.275,0.0,spatial_100m,True
FracTracker:frac_row_1359,PNNL:building_00124088810,FracTracker,PNNL,US Signal Data Center,Lincoln Rackhouse,Operating,Operating/inferred,8.364,0.0,spatial_100m,True
FracTracker:frac_row_629,PNNL:building_00537807168,FracTracker,PNNL,Expedient PIT1,Expedient Pittsburgh South,Operating,Operating/inferred,8.567,1.0,spatial_100m,True
FracTracker:frac_row_871,PNNL:building_00300969250,FracTracker,PNNL,EQUINEX DC13,Equinix DC13,Operating,Operating/inferred,9.007,1.0,spatial_100m,True
FracTracker:frac_row_893,PNNL:building_01344901568,FracTracker,PNNL,STACK NVA04,,Operating,Operating/inferred,9.127,0.0,spatial_100m,True
FracTracker:frac_row_888,PNNL:building_01003348567,FracTracker,PNNL,QTS DATA CENTER ASH3-DC1,QTS Ashburn-Shellhorn DC1,Operating,Operating/inferred,9.255,1.0,spatial_100m,True
FracTracker:frac_row_1091,PNNL:building_01134911642,FracTracker,PNNL,QTS Manassas DC 2,QTS Manassas DC1,Operating,Operating/inferred,9.346,0.5,spatial_100m,True
FracTracker:frac_row_703,PNNL:building_00548184239,FracTracker,PNNL,Flexential Dallas - Richardson Data Center,Flexential Dallas - Richardson,Operating,Operating/inferred,9.867,1.0,spatial_100m,True
FracTracker:frac_row_188,PNNL:building_00713410334,FracTracker,PNNL,Atlanta ATL1a,Centersquare Atlanta ATL1,Operating,Operating/inferred,9.878,1.0,spatial_100m,True
FracTracker:frac_row_189,PNNL:building_00713410334,FracTracker,PNNL,Atlanta ATL1b,Centersquare Atlanta ATL1,Operating,Operating/inferred,9.878,1.0,spatial_100m,True
NAICS:naics_188,PNNL:building_00054119665,NAICS,PNNL,SAVVIS COMMUNICATIONS CORPORATION DBA CENTURYLINK,Csquare SFO2,Operating/inferred,Operating/inferred,9.939,0.0,spatial_100m,True
NAICS:naics_191,PNNL:building_00224998784,NAICS,PNNL,MICROSOFT CORPORATION,Microsoft,Operating/inferred,Operating/inferred,10.089,1.0,spatial_100m,True
FracTracker:frac_row_90,PNNL:point_08109664813,FracTracker,PNNL,Atlanta,Atlanta ATL13,Operating,Operating/inferred,10.092,1.0,spatial_100m,True
FracTracker:frac_row_93,PNNL:point_08109664813,FracTracker,PNNL,Atlanta ATL13,Atlanta ATL13,Operating,Operating/inferred,10.092,1.0,spatial_100m,True
FracTracker:frac_row_118,PNNL:point_08109664813,FracTracker,PNNL,FOGO Atlanta,Atlanta ATL13,Operating,Operating/inferred,10.092,0.333,spatial_100m,True
NAICS:naics_230,PNNL:building_00209073641,NAICS,PNNL,"1100 SPACE PARK, LLC",Digital Realty Silicon Valley SJC10,Operating/inferred,Operating/inferred,10.222,0.0,spatial_100m,True
NAICS:naics_257,PNNL:building_00209073653,NAICS,PNNL,1525 COMSTOCK  C/O DIGITAL REA,Digital Realty Silicon Valley SJC16,Operating/inferred,Operating/inferred,10.285,1.0,spatial_100m,True
FracTracker:frac_row_784,PNNL:building_00102129663,FracTracker,PNNL,H5 Data Center,H5 Data Centers San Antonio,Operating,Operating/inferred,10.371,1.0,spatial_100m,True
FracTracker:frac_row_22,PNNL:building_00300974499,FracTracker,PNNL,Apple Data Center,Apple Data Center,Operating,Operating/inferred,10.417,1.0,spatial_100m,True
FracTracker:frac_row_847,PNNL:building_00298126010,FracTracker,PNNL,ACC4 Digital Realty,Digital Realty ACC4,Expanding,Operating/inferred,10.623,1.0,spatial_100m,True
FracTracker:frac_row_1089,PNNL:building_00224100721,FracTracker,PNNL,POWERLOFT @ INNOVATION I,COPT Data Center,Operating,Operating/inferred,10.956,0.0,spatial_100m,True
FracTracker:frac_row_882,PNNL:building_00300969614,FracTracker,PNNL,IAD14,Digital Realty Northern Virginia IAD14,Operating,Operating/inferred,10.976,1.0,spatial_100m,True
FracTracker:frac_row_1017,PNNL:building_00221897579,FracTracker,PNNL,Equinix DC 97,Equinix DC97,Operating,Operating/inferred,11.065,0.5,spatial_100m,True
FracTracker:frac_row_840,PNNL:building_00300969615,FracTracker,PNNL,43831 DEVIN SHAFRON DR,Amazon Web Services Building C,Operating,Operating/inferred,11.129,0.0,spatial_100m,True
FracTracker:frac_row_889,PNNL:building_00300163083,FracTracker,PNNL,RAGING WIRE VA1,NTT Ashburn VA1 Data Center,Operating,Operating/inferred,11.708,0.2,spatial_100m,True
FracTracker:frac_row_616,PNNL:building_00334264478,FracTracker,PNNL,Lumen Philadelphia 1,Terminal Commerce Building,Operating,Operating/inferred,11.83,0.0,spatial_100m,True
FracTracker:frac_row_1097,PNNL:building_01000784035,FracTracker,PNNL,SI NVA02 LLC A2A,Amazon Web Services,Operating,Operating/inferred,12.007,0.0,spatial_100m,True
FracTracker:frac_row_935,PNNL:building_00251716328,FracTracker,PNNL,CHANTILLY TECHNOLOGY PARTNERS,Digital Realty,Operating,Operating/inferred,12.039,0.0,spatial_100m,True
FracTracker:frac_row_61,PNNL:building_00089784186,FracTracker,PNNL,CoreSite DE1 Data Center,Insurance Exchange Building,Operating,Operating/inferred,12.047,0.0,spatial_100m,True
FracTracker:frac_row_270,PNNL:building_00863162820,FracTracker,PNNL,Stream Data Center: Chicago 2,Stream Chicago II,Operating,Operating/inferred,12.169,1.0,spatial_100m,True
FracTracker:frac_row_869,PNNL:building_00300969617,FracTracker,PNNL,DIGITAL-GCEAR1 ASHBURN,Digital Realty Building A,Operating,Operating/inferred,12.172,1.0,spatial_100m,True
FracTracker:frac_row_952,PNNL:campus_00450078003,FracTracker,PNNL,Equinix Data Center,Equinix CU2,Operating,Operating/inferred,12.304,1.0,spatial_100m,True
FracTracker:frac_row_1263,PNNL:building_00239147724,FracTracker,PNNL,ELIAS DC ASSETS,DataBank McLean IAD2,Operating,Operating/inferred,12.318,0.0,spatial_100m,True
FracTracker:frac_row_1110,PNNL:building_00239147373,FracTracker,PNNL,Roosevelt Building,Lumen McLean,Operating,Operating/inferred,12.365,0.0,spatial_100m,True
FracTracker:frac_row_271,PNNL:building_01219083554,FracTracker,PNNL,T5 Data Center,T5 Chicago II,Approved/Permitted/Under construction,Operating/inferred,12.502,1.0,spatial_100m,True
FracTracker:frac_row_1196,PNNL:building_00052094294,FracTracker,PNNL,CYXTERA COLOCATION,Centersquare IAD1-C,Operating,Operating/inferred,12.711,0.0,spatial_100m,True
FracTracker:frac_row_507,PNNL:building_00551387747,FracTracker,PNNL,COL 2 (Cologix),,Operating,Operating/inferred,12.795,0.0,spatial_100m,True
FracTracker:frac_row_1061,PNNL:building_00460060340,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD59,Operating,Operating/inferred,12.944,1.0,spatial_100m,True
FracTracker:frac_row_1059,PNNL:campus_00696992451,FracTracker,PNNL,AMAZON DATA SERVICES INC,,Operating,Operating/inferred,12.991,0.0,spatial_100m,True
NAICS:naics_196,PNNL:building_00209076412,NAICS,PNNL,3011 LAFAYETTE,Digital Realty Silicon Valley SJC11,Operating/inferred,Operating/inferred,13.238,0.0,spatial_100m,True
NAICS:naics_395,PNNL:building_00032560290,NAICS,PNNL,RAGINGWIRE DATA CENTERS INC,RagingWire CA2,Operating/inferred,Operating/inferred,13.426,1.0,spatial_100m,True
FracTracker:frac_row_884,PNNL:building_01188691869,FracTracker,PNNL,IAD3 DataBank,DataBank Ashburn IAD3,Operating,Operating/inferred,13.549,1.0,spatial_100m,True
NAICS:naics_94,PNNL:building_00377032061,NAICS,PNNL,EQUINIX LLC,Equinix Chicago CH3,Operating/inferred,Operating/inferred,13.633,1.0,spatial_100m,True
FracTracker:frac_row_398,PNNL:building_00253682978,FracTracker,PNNL,TierPoint - St Louis Data Center,TierPoint,Operating,Operating/inferred,13.785,1.0,spatial_100m,True
FracTracker:frac_row_561,PNNL:building_00328703598,FracTracker,PNNL,Flexential Hillsboro 2,Flexential,Operating,Operating/inferred,13.916,1.0,spatial_100m,True
FracTracker:frac_row_1187,PNNL:building_01276518684,FracTracker,PNNL,Aligned: IAD03,Aligned IAD03,Operating,Operating/inferred,13.933,1.0,spatial_100m,True
NAICS:naics_194,PNNL:building_00299388896,NAICS,PNNL,CORESITE,CoreSite SV2,Operating/inferred,Operating/inferred,14.052,1.0,spatial_100m,True
FracTracker:frac_row_49,NAICS:naics_267,FracTracker,NAICS,Colovore,1101 SPACE PARK PARTNERS  LLC,Operating,Operating/inferred,14.079,0.0,spatial_100m,True
FracTracker:frac_row_49,PNNL:building_00209073645,FracTracker,PNNL,Colovore,Colovore,Operating,Operating/inferred,14.183,1.0,spatial_100m,True
FracTracker:frac_row_854,PNNL:building_01188680247,FracTracker,PNNL,ASH3 DC2,QTS Ashburn-Shellhorn DC2,Operating,Operating/inferred,14.324,1.0,spatial_100m,True
FracTracker:frac_row_1014,PNNL:building_00222672860,FracTracker,PNNL,DC 11 DE LLC (Amazon),Amazon IAD-55,Operating,Operating/inferred,14.522,1.0,spatial_100m,True
FracTracker:frac_row_474,PNNL:point_12766117170,FracTracker,PNNL,DataVerge/ Industry City Data Center,Dataverge,Operating,Operating/inferred,14.554,1.0,spatial_100m,True
FracTracker:frac_row_839,PNNL:building_00794147654,FracTracker,PNNL,Loudoun County Pkwy Data Center,CloudHQ LC1,Operating,Operating/inferred,14.709,1.0,spatial_100m,True
NAICS:naics_272,PNNL:building_00032560292,NAICS,PNNL,RAGING WIRE DATA CENTER,RagingWire CA1,Operating/inferred,Operating/inferred,14.823,0.0,spatial_100m,True
FracTracker:frac_row_933,PNNL:building_00258343749,FracTracker,PNNL,AWS Westfax A,Amazon IAD-1,Operating,Operating/inferred,14.966,1.0,spatial_100m,True
NAICS:naics_521,PNNL:building_00209073645,NAICS,PNNL,LEVEL 3 COMMUNICATIONS,Colovore,Operating/inferred,Operating/inferred,15.437,0.0,spatial_100m,True
FracTracker:frac_row_1277,PNNL:building_00335468616,FracTracker,PNNL,TierPoint - Spokane Data Center (SPO03),TierPoint,Operating,Operating/inferred,15.504,1.0,spatial_100m,True
FracTracker:frac_row_22,PNNL:building_00567575425,FracTracker,PNNL,Apple Data Center,,Operating,Operating/inferred,15.581,0.0,spatial_100m,True
NAICS:naics_260,PNNL:building_00205823970,NAICS,PNNL,TERREMARK WORLDWIDE INC,Equinix SV16,Operating/inferred,Operating/inferred,15.685,0.0,spatial_100m,True
FracTracker:frac_row_1264,PNNL:building_00368724474,FracTracker,PNNL,Tysons Enterprise West,Equinix DC7,Expanding,Operating/inferred,15.922,1.0,spatial_100m,True
FracTracker:frac_row_92,PNNL:building_00278560778,FracTracker,PNNL,Atlanta ATL12,Digital Realty Data Center,Operating,Operating/inferred,16.007,1.0,spatial_100m,True
FracTracker:frac_row_271,NAICS:naics_444,FracTracker,NAICS,T5 Data Center,T5@CHICAGO II LP,Approved/Permitted/Under construction,Operating/inferred,16.2,1.0,spatial_100m,True
FracTracker:frac_row_395,PNNL:building_00042323063,FracTracker,PNNL,Netrality Data Centers St. Louis - 210 North Tucker,Netrality Data Centers,Operating,Operating/inferred,16.254,1.0,spatial_100m,True
FracTracker:frac_row_496,PNNL:building_00247428943,FracTracker,PNNL,Telehouse: Teleport,Telehouse Teleport,Operating,Operating/inferred,16.7,1.0,spatial_100m,True
FracTracker:frac_row_1129,PNNL:building_00079158387,FracTracker,PNNL,LEMUR PROPERTIES LLC,VA3,Operating,Operating/inferred,16.802,1.0,spatial_100m,True
FracTracker:frac_row_27,PNNL:building_00155739337,FracTracker,PNNL,Aligned,Aligned Energy Data Center,Operating,Operating/inferred,16.916,1.0,spatial_100m,True
NAICS:naics_206,PNNL:building_00035491576,NAICS,PNNL,EQUINIX LLC,Equinix SV1,Operating/inferred,Operating/inferred,16.975,1.0,spatial_100m,True
FracTracker:frac_row_1221,PNNL:building_00273895868,FracTracker,PNNL,IAD3 Evoque Cyxtera,Centersquare IAD3,Operating,Operating/inferred,16.977,0.25,spatial_100m,True
FracTracker:frac_row_872,PNNL:point_13154826377,FracTracker,PNNL,EQUINIX ASHBURN EAST,Equinix,Proposed,Operating/inferred,17.046,1.0,spatial_100m,True
FracTracker:frac_row_1130,PNNL:building_00079159494,FracTracker,PNNL,RDC-1807 MICHAEL FARADAY COURT,IAD1,Operating,Operating/inferred,17.166,0.0,spatial_100m,True
FracTracker:frac_row_1267,PNNL:building_00225745958,FracTracker,PNNL,DATA CENTER VINT HILL,OVH US East Vint Hill,Expanding,Operating/inferred,17.394,0.4,spatial_100m,True
FracTracker:frac_row_55,PNNL:building_00224174031,FracTracker,PNNL,Santa Clara EdgeConneX Edge Data Center (EDC) - SVC01,SV Colo,Operating,Operating/inferred,17.61,0.0,spatial_100m,True
FracTracker:frac_row_226,PNNL:building_00387378765,FracTracker,PNNL,Atlanta Suwanee DC1,QTS Suwanee Data Center 1,Operating,Operating/inferred,17.625,1.0,spatial_100m,True
NAICS:naics_195,PNNL:building_00099813512,NAICS,PNNL,EQUINIX LLC,Equinix SV4,Operating/inferred,Operating/inferred,17.654,1.0,spatial_100m,True
FracTracker:frac_row_91,PNNL:point_12331366645,FracTracker,PNNL,Atlanta AT1,CoreSite AT1,Operating,Operating/inferred,17.79,1.0,spatial_100m,True
FracTracker:frac_row_1004,PNNL:building_00046831933,FracTracker,PNNL,PORPOISE VENTURES LLC (Digital Realty Trust),VA 4,Operating,Operating/inferred,17.944,1.0,spatial_100m,True
NAICS:naics_388,PNNL:point_07171975407,NAICS,PNNL,"CADC PORTLAND 340, LLC",FirstLight Data Center,Operating/inferred,Operating/inferred,18.165,0.0,spatial_100m,True
NAICS:naics_394,PNNL:building_00214321737,NAICS,PNNL,MARKLEY LOWELL,Markley Data Center,Operating/inferred,Operating/inferred,18.429,1.0,spatial_100m,True
FracTracker:frac_row_1068,PNNL:building_00045776978,FracTracker,PNNL,GI TC 7510 MASON KING CT LLC (Amazon),Amazon IAD11,Operating,Operating/inferred,18.463,1.0,spatial_100m,True
FracTracker:frac_row_1067,PNNL:campus_01227539675,FracTracker,PNNL,EQUINIX LLC,Equinix DC14,Operating,Operating/inferred,18.762,1.0,spatial_100m,True
FracTracker:frac_row_1067,PNNL:building_00045583050,FracTracker,PNNL,EQUINIX LLC,,Operating,Operating/inferred,19.015,0.0,spatial_100m,True
FracTracker:frac_row_1185,PNNL:building_00954433119,FracTracker,PNNL,23005 INTERNATIONAL DR,Amazon IAD175,Operating,Operating/inferred,19.065,0.0,spatial_100m,True
FracTracker:frac_row_1026,PNNL:campus_01387391200,FracTracker,PNNL,COMPASS DATACENTERS IAD I,True North Data Centers,Operating,Operating/inferred,19.286,0.0,spatial_100m,True
FracTracker:frac_row_562,PNNL:building_00918873142,FracTracker,PNNL,Flexential Hillsboro 3,Flexential Portland - Hillsboro 3,Operating,Operating/inferred,19.321,1.0,spatial_100m,True
FracTracker:frac_row_144,PNNL:building_00958153770,FracTracker,PNNL,JMF IXP Farm Colombus,,Operating,Operating/inferred,19.717,0.0,spatial_100m,True
FracTracker:frac_row_1060,PNNL:building_00460059465,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD14,Operating,Operating/inferred,19.728,1.0,spatial_100m,True
FracTracker:frac_row_280,PNNL:building_01217649348,FracTracker,PNNL,ORD-01 Data Center,Aligned Data Center - Chicago ORD-01,Operating,Operating/inferred,19.755,1.0,spatial_100m,True
NAICS:naics_293,PNNL:campus_01052182309,NAICS,PNNL,LMK_PHX,,Operating/inferred,Operating/inferred,19.883,0.0,spatial_100m,True
FracTracker:frac_row_672,PNNL:building_01386926534,FracTracker,PNNL,xAI Colossus 2,xAI Macrohard Colossus 2,Expanding,Operating/inferred,20.975,1.0,spatial_100m,True
FracTracker:frac_row_1092,PNNL:building_01090837713,FracTracker,PNNL,QTS Manassas DC 5,QTS Manassas DC5,Operating,Operating/inferred,21.033,0.667,spatial_100m,True
FracTracker:frac_row_856,PNNL:campus_00460053028,FracTracker,PNNL,BCORE COPT DC-15,Amazon Web Services Datacenter Complex,Operating,Operating/inferred,21.103,0.0,spatial_100m,True
FracTracker:frac_row_61,NAICS:naics_399,FracTracker,NAICS,CoreSite DE1 Data Center,CORESITE - DE1,Operating,Operating/inferred,21.904,1.0,spatial_100m,True
FracTracker:frac_row_874,PNNL:building_00796933516,FracTracker,PNNL,EQUINIX DC21,Equinix Ashburn DC21,Operating,Operating/inferred,22.103,1.0,spatial_100m,True
NAICS:naics_205,PNNL:building_00464371693,NAICS,PNNL,KAISER PERMANENTE,Kaiser Data Center,Operating/inferred,Operating/inferred,22.3,1.0,spatial_100m,True
FracTracker:frac_row_859,PNNL:building_00649365764,FracTracker,PNNL,BLUE SLING ACC 9,Digital Realty ACC9,Operating,Operating/inferred,22.588,0.0,spatial_100m,True
FracTracker:frac_row_494,PNNL:building_01383913490,FracTracker,PNNL,DataBank LGA3 and LGA4,Databank LGA3,Operating,Operating/inferred,22.767,1.0,spatial_100m,True
FracTracker:frac_row_1195,PNNL:campus_01022744248,FracTracker,PNNL,CPUS STERLING LP,AWS,Operating,Operating/inferred,22.792,0.0,spatial_100m,True
FracTracker:frac_row_1422,PNNL:building_01057230915,FracTracker,PNNL,Amazon Boardman Data Center,Amazon PDX93,Proposed,Operating/inferred,22.916,1.0,spatial_100m,True
FracTracker:frac_row_834,PNNL:building_01088203907,FracTracker,PNNL,21310 BEAUMEADE CIR,Amazon Web Services,Operating,Operating/inferred,23.077,0.0,spatial_100m,True
FracTracker:frac_row_1181,PNNL:building_00958662382,FracTracker,PNNL,22350 KIPPER DR AWS,Amazon IAD147,Operating,Operating/inferred,23.103,1.0,spatial_100m,True
FracTracker:frac_row_1246,PNNL:building_01188680253,FracTracker,PNNL,QTS Lockridge ASH2 Quality Tech Lane DC1,QTS Ashburn Lockridge,Operating,Operating/inferred,23.299,0.25,spatial_100m,True
FracTracker:frac_row_506,PNNL:building_00551387747,FracTracker,PNNL,COL 1 (Cologix),,Operating,Operating/inferred,23.405,0.0,spatial_100m,True
FracTracker:frac_row_1105,PNNL:building_01304357577,FracTracker,PNNL,VA6B1 and VA6B2,Iron Mountain VA-6,Operating,Operating/inferred,23.518,1.0,spatial_100m,True
NAICS:naics_295,PNNL:building_00031800424,NAICS,PNNL,COMPUTER SCIENCES CORP DOMESTIC ENT,LightEdge SAN1,Operating/inferred,Operating/inferred,23.698,0.0,spatial_100m,True
FracTracker:frac_row_1049,PNNL:building_00882977350,FracTracker,PNNL,ABTEEN VENTURES LLC (CloudHQ),CloudHQ MCC1,Operating,Operating/inferred,23.759,1.0,spatial_100m,True
FracTracker:frac_row_1156,PNNL:campus_00688722307,FracTracker,PNNL,Bank of America,Bank of America Data Center,Operating,Operating/inferred,24.332,1.0,spatial_100m,True
