left_record_uid,right_record_uid,left_source,right_source,left_name,right_name,left_status,right_status,distance_m,name_score,match_rule,is_grouped_match
FracTracker:frac_row_1180,NAICS:naics_480,FracTracker,NAICS,21641 CHARLES VIEW DR,"AMAZON DATA SERVICES, INC. - IAD98",Operating,Operating/inferred,560.991,1.0,strong_name_supported_1km,True
FracTracker:frac_row_522,PNNL:building_01386016629,FracTracker,PNNL,Johnstown Data Center (Harrison Rd),Amazon Web Services,Proposed,Operating/inferred,565.853,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1163,NAICS:naics_322,FracTracker,NAICS,AWS H&M Property,"AMAZON DATA SERVICES, INC. IAD-61 IAD-63 IAD-65  IAD-86",Expanding,Operating/inferred,570.161,1.0,strong_name_supported_1km,True
FracTracker:frac_row_875,PNNL:point_13154826377,FracTracker,PNNL,Filigree Ct Campus,Equinix,Operating,Operating/inferred,571.066,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1439,PNNL:building_01386926534,FracTracker,PNNL,xAI data center,xAI Macrohard Colossus 2,Proposed,Operating/inferred,575.383,1.0,strong_name_supported_1km,True
FracTracker:frac_row_872,PNNL:building_00298127059,FracTracker,PNNL,EQUINIX ASHBURN EAST,Equinix Ashburn DC1,Proposed,Operating/inferred,577.138,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1055,PNNL:building_00045776978,FracTracker,PNNL,Amazon Data Center,Amazon IAD11,Proposed,Operating/inferred,578.449,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1224,NAICS:naics_430,FracTracker,NAICS,Loudoun Commerce Center,"AMAZON DATA SERVICES, INC. IAD-116 IAD-117",Proposed,Operating/inferred,580.158,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1180,NAICS:naics_481,FracTracker,NAICS,21641 CHARLES VIEW DR,"AMAZON DATA SERVICES, INC. - IAD99",Operating,Operating/inferred,580.769,1.0,strong_name_supported_1km,True
FracTracker:frac_row_867,PNNL:building_00793087858,FracTracker,PNNL,Digital Filigree,Digital Realty IAD41 (Building P),Proposed,Operating/inferred,581.48,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1180,PNNL:building_00048242816,FracTracker,PNNL,21641 CHARLES VIEW DR,Amazon IAD32,Operating,Operating/inferred,582.241,1.0,strong_name_supported_1km,True
FracTracker:frac_row_669,PNNL:building_01312795639,FracTracker,PNNL,Gallatin Data Center,Meta Gallatin Data Center,Operating,Operating/inferred,584.329,1.0,strong_name_supported_1km,True
FracTracker:frac_row_441,PNNL:building_01253282102,FracTracker,PNNL,Meta Data Center,Meta Sarpy Data center,Operating,Operating/inferred,584.928,1.0,strong_name_supported_1km,True
FracTracker:frac_row_878,PNNL:building_00300969619,FracTracker,PNNL,IAD Digital Loudoun Plaza,Digital Realty Northern Virginia IAD24,Operating,Operating/inferred,588.53,1.0,strong_name_supported_1km,True
FracTracker:frac_row_926,PNNL:building_00258343744,FracTracker,PNNL,Amazon Web Services Mallory,Amazon IAD-9,Expanding,Operating/inferred,592.017,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1244,PNNL:building_00701923200,FracTracker,PNNL,QTS Ashburn-Moran,QTS Ashburn 1,Operating,Operating/inferred,592.812,0.5,strong_name_supported_1km,True
FracTracker:frac_row_1335,PNNL:building_00205846843,FracTracker,PNNL,Walsh Bowers Technology Center: CoreSite,CoreSite SV4,Expanding,Operating/inferred,593.427,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1055,PNNL:building_00045776988,FracTracker,PNNL,Amazon Data Center,Amazon IAD7,Proposed,Operating/inferred,594.38,1.0,strong_name_supported_1km,True
FracTracker:frac_row_524,PNNL:building_01386016627,FracTracker,PNNL,Johnstown Data Center (Beech Rd),Amazon Web Services,Proposed,Operating/inferred,594.708,1.0,strong_name_supported_1km,True
FracTracker:frac_row_668,PNNL:building_01470261550,FracTracker,PNNL,Google,SPC4A,Operating,Operating/inferred,594.734,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1086,PNNL:building_01059030596,FracTracker,PNNL,NVA16 LLC,Amazon Web Services,Proposed,Operating/inferred,595.432,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1060,PNNL:building_00045776978,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD11,Operating,Operating/inferred,595.656,1.0,strong_name_supported_1km,True
FracTracker:frac_row_934,PNNL:building_01252196798,FracTracker,PNNL,AWS Westfax B,Amazon Web Services,Operating,Operating/inferred,598.616,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1055,NAICS:naics_125,FracTracker,NAICS,Amazon Data Center,"AMAZON DATA SERVICES, INC. IAD-7 IAD-11 IAD-24",Proposed,Operating/inferred,605.831,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1335,PNNL:building_00054173755,FracTracker,PNNL,Walsh Bowers Technology Center: CoreSite,CoreSite SV8,Expanding,Operating/inferred,606.568,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1068,PNNL:building_00460059465,FracTracker,PNNL,GI TC 7510 MASON KING CT LLC (Amazon),Amazon IAD14,Operating,Operating/inferred,607.271,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1285,PNNL:campus_00283051474,FracTracker,PNNL,H5 Data Center,H5 Data Center,Operating,Operating/inferred,607.384,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1105,PNNL:building_01287260557,FracTracker,PNNL,VA6B1 and VA6B2,Iron Mountain VA-5,Operating,Operating/inferred,608.957,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1244,PNNL:building_01188680253,FracTracker,PNNL,QTS Ashburn-Moran,QTS Ashburn Lockridge,Operating,Operating/inferred,612.63,0.5,strong_name_supported_1km,True
FracTracker:frac_row_1092,PNNL:building_01287260558,FracTracker,PNNL,QTS Manassas DC 5,QTS Manassas DC2,Operating,Operating/inferred,612.727,0.5,strong_name_supported_1km,True
FracTracker:frac_row_1225,PNNL:point_09092482804,FracTracker,PNNL,Manekin Plaza,Amazon Web Services IAD69,Proposed,Operating/inferred,614.81,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1070,PNNL:building_01090837713,FracTracker,PNNL,Manassas Data Center,QTS Manassas DC5,Proposed,Operating/inferred,615.059,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1055,PNNL:building_00045776979,FracTracker,PNNL,Amazon Data Center,Amazon IAD24,Proposed,Operating/inferred,616.406,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1181,PNNL:building_01188680255,FracTracker,PNNL,22350 KIPPER DR AWS,Amazon IAD192,Operating,Operating/inferred,621.105,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1293,PNNL:campus_01453996659,FracTracker,PNNL,Beaver Dam Meta Data Center,Meta Beaver Dam Data Center,Approved/Permitted/Under construction,Operating/inferred,621.439,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1006,PNNL:building_01447029365,FracTracker,PNNL,University Business Park,Microsoft Data Center 2,Proposed,Operating/inferred,621.542,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1245,PNNL:building_01188680253,FracTracker,PNNL,QTS BRODERICK ACQUISITION CO LLC,QTS Ashburn Lockridge,Operating,Operating/inferred,623.143,0.5,strong_name_supported_1km,True
FracTracker:frac_row_569,PNNL:campus_00700431553,FracTracker,PNNL,Google,Google Taylor Lake Data Center,Proposed,Operating/inferred,623.158,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1068,PNNL:building_00460060341,FracTracker,PNNL,GI TC 7510 MASON KING CT LLC (Amazon),Amazon IAD52,Operating,Operating/inferred,624.169,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1182,PNNL:building_00460056019,FracTracker,PNNL,22370 KIPPER DR AWS,Amazon IAD51,Operating,Operating/inferred,624.945,1.0,strong_name_supported_1km,True
FracTracker:frac_row_222,PNNL:building_01070895994,FracTracker,PNNL,Stanton Springs Data Center (Newton),,Expanding,Operating/inferred,626.737,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1059,PNNL:building_00045776978,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD11,Operating,Operating/inferred,628.108,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1335,PNNL:building_00054383197,FracTracker,PNNL,Walsh Bowers Technology Center: CoreSite,CoreSite SV9,Expanding,Operating/inferred,634.804,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1181,PNNL:building_00465062052,FracTracker,PNNL,22350 KIPPER DR AWS,Amazon IAD87,Operating,Operating/inferred,636.439,1.0,strong_name_supported_1km,True
FracTracker:frac_row_524,PNNL:building_01020374279,FracTracker,PNNL,Johnstown Data Center (Beech Rd),Amazon Web Services  CMH59,Proposed,Operating/inferred,638.491,1.0,strong_name_supported_1km,True
NAICS:naics_524,PNNL:building_00209076412,NAICS,PNNL,1525 COMSTOCK  C/O DIGITAL REALTY TRUST,Digital Realty Silicon Valley SJC11,Operating/inferred,Operating/inferred,640.429,1.0,strong_name_supported_1km,True
FracTracker:frac_row_875,PNNL:building_00796933516,FracTracker,PNNL,Filigree Ct Campus,Equinix Ashburn DC21,Operating,Operating/inferred,642.639,1.0,strong_name_supported_1km,True
FracTracker:frac_row_716,PNNL:building_00673145182,FracTracker,PNNL,Meta Data Center,Facebook Fort Worth Datacenter,Operating,Operating/inferred,643.331,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1246,PNNL:building_00299946152,FracTracker,PNNL,QTS Lockridge ASH2 Quality Tech Lane DC1,,Operating,Operating/inferred,644.028,1.0,strong_name_supported_1km,True
FracTracker:frac_row_222,PNNL:building_01054387471,FracTracker,PNNL,Stanton Springs Data Center (Newton),,Expanding,Operating/inferred,646.28,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1061,PNNL:building_00045776978,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD11,Operating,Operating/inferred,648.309,1.0,strong_name_supported_1km,True
FracTracker:frac_row_835,PNNL:building_00298127420,FracTracker,PNNL,21455 Beaumeade Circle,Equinix Ashburn DC11,Proposed,Operating/inferred,651.148,1.0,strong_name_supported_1km,True
FracTracker:frac_row_841,PNNL:building_01309123034,FracTracker,PNNL,44470 Chilum Place,Equinix Ashburn DC4,Operating,Operating/inferred,651.473,1.0,strong_name_supported_1km,True
FracTracker:frac_row_855,PNNL:building_00596690175,FracTracker,PNNL,Ashburn Data Center,Equinix Ashburn DC12,Proposed,Operating/inferred,656.025,1.0,strong_name_supported_1km,True
FracTracker:frac_row_878,PNNL:campus_01020953454,FracTracker,PNNL,IAD Digital Loudoun Plaza,Digital Loudoun Plaza,Operating,Operating/inferred,657.427,1.0,strong_name_supported_1km,True
FracTracker:frac_row_579,NAICS:naics_281,FracTracker,NAICS,Tierpoint Bethlehem Data Center,TIERPOINT PENNSYLVANIA TWO LLC,Operating,Operating/inferred,657.518,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1128,PNNL:building_00079298926,FracTracker,PNNL,Coresite 12100 SV & 12098 SV,CoreSite Reston Campus VA1,Expanding,Operating/inferred,659.203,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1068,PNNL:building_00460060340,FracTracker,PNNL,GI TC 7510 MASON KING CT LLC (Amazon),Amazon IAD59,Operating,Operating/inferred,660.148,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1055,PNNL:building_00460060340,FracTracker,PNNL,Amazon Data Center,Amazon IAD59,Proposed,Operating/inferred,661.642,1.0,strong_name_supported_1km,True
FracTracker:frac_row_522,PNNL:building_01252196803,FracTracker,PNNL,Johnstown Data Center (Harrison Rd),Amazon Web Services,Proposed,Operating/inferred,664.541,1.0,strong_name_supported_1km,True
FracTracker:frac_row_872,PNNL:building_00298127361,FracTracker,PNNL,EQUINIX ASHBURN EAST,Equinix Ashburn DC5,Proposed,Operating/inferred,667.923,1.0,strong_name_supported_1km,True
NAICS:naics_257,PNNL:building_00209076412,NAICS,PNNL,1525 COMSTOCK  C/O DIGITAL REA,Digital Realty Silicon Valley SJC11,Operating/inferred,Operating/inferred,669.109,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1063,PNNL:building_00882977350,FracTracker,PNNL,BOURZOU VENTURES LLC (CloudHQ),CloudHQ MCC1,Operating,Operating/inferred,669.561,1.0,strong_name_supported_1km,True
FracTracker:frac_row_841,PNNL:building_00234722029,FracTracker,PNNL,44470 Chilum Place,Equinix Ashburn DC2,Operating,Operating/inferred,676.299,1.0,strong_name_supported_1km,True
FracTracker:frac_row_254,PNNL:building_00830881732,FracTracker,PNNL,Project Alluvion (Microsoft),Microsoft,Operating,Operating/inferred,680.568,1.0,strong_name_supported_1km,True
NAICS:naics_524,PNNL:building_00209087373,NAICS,PNNL,1525 COMSTOCK  C/O DIGITAL REALTY TRUST,Silicon Valley SJC31,Operating/inferred,Operating/inferred,680.741,1.0,strong_name_supported_1km,True
FracTracker:frac_row_253,PNNL:building_00830881733,FracTracker,PNNL,DSM14 (Microsoft),Microsoft,Approved/Permitted/Under construction,Operating/inferred,683.265,1.0,strong_name_supported_1km,True
FracTracker:frac_row_879,PNNL:building_00701923204,FracTracker,PNNL,IAD Round Table Campus Digital Realty,Digital Realty ACC10,Operating,Operating/inferred,683.418,1.0,strong_name_supported_1km,True
FracTracker:frac_row_875,PNNL:building_00298242260,FracTracker,PNNL,Filigree Ct Campus,Equinix Ashburn DC3,Operating,Operating/inferred,683.896,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1315,PNNL:building_01386017501,FracTracker,PNNL,Microsoft Azure Data Center,CYS42 Datacenter,Approved/Permitted/Under construction,Operating/inferred,684.686,1.0,strong_name_supported_1km,True
FracTracker:frac_row_669,PNNL:building_01312795640,FracTracker,PNNL,Gallatin Data Center,Meta Gallatin Data Center,Operating,Operating/inferred,686.916,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1163,PNNL:building_01252196799,FracTracker,PNNL,AWS H&M Property,Amazon Web Services,Expanding,Operating/inferred,688.314,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1060,PNNL:building_00045776979,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD24,Operating,Operating/inferred,688.791,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1132,PNNL:building_00079818498,FracTracker,PNNL,SUNRISE TECHNOLOGY PARK,CoreSite Reston VA3,Operating,Operating/inferred,689.37,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1054,PNNL:building_00460060340,FracTracker,PNNL,Amazon Data Center,Amazon IAD59,Proposed,Operating/inferred,690.427,1.0,strong_name_supported_1km,True
FracTracker:frac_row_840,PNNL:building_00597970811,FracTracker,PNNL,43831 DEVIN SHAFRON DR,Digital Realty Northern Virginia IAD37,Operating,Operating/inferred,692.79,1.0,strong_name_supported_1km,True
NAICS:naics_403,PNNL:building_00693385812,NAICS,PNNL,STERLING VA DATA CENTER (GOOGLE),Google,Operating/inferred,Operating/inferred,693.385,1.0,strong_name_supported_1km,True
FracTracker:frac_row_254,PNNL:building_00830881731,FracTracker,PNNL,Project Alluvion (Microsoft),Microsoft,Operating,Operating/inferred,693.994,1.0,strong_name_supported_1km,True
FracTracker:frac_row_841,PNNL:building_00298127361,FracTracker,PNNL,44470 Chilum Place,Equinix Ashburn DC5,Operating,Operating/inferred,697.647,1.0,strong_name_supported_1km,True
FracTracker:frac_row_965,PNNL:campus_01022757169,FracTracker,PNNL,WATERSIDE AWS,AWS,Operating,Operating/inferred,698.828,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1184,PNNL:building_01177893426,FracTracker,PNNL,22945 INTERNATIONAL DR AWS,Amazon IAD603,Operating,Operating/inferred,703.063,1.0,strong_name_supported_1km,True
FracTracker:frac_row_522,PNNL:building_01386016631,FracTracker,PNNL,Johnstown Data Center (Harrison Rd),Amazon Web Services,Proposed,Operating/inferred,704.125,1.0,strong_name_supported_1km,True
FracTracker:frac_row_522,PNNL:building_01386016630,FracTracker,PNNL,Johnstown Data Center (Harrison Rd),Amazon Web Services,Proposed,Operating/inferred,705.075,1.0,strong_name_supported_1km,True
FracTracker:frac_row_867,PNNL:building_00298126010,FracTracker,PNNL,Digital Filigree,Digital Realty ACC4,Proposed,Operating/inferred,708.289,1.0,strong_name_supported_1km,True
FracTracker:frac_row_441,PNNL:building_00844394339,FracTracker,PNNL,Meta Data Center,Meta Sarpy Data center,Operating,Operating/inferred,708.542,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1086,PNNL:building_01000784035,FracTracker,PNNL,NVA16 LLC,Amazon Web Services,Proposed,Operating/inferred,708.671,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1049,PNNL:building_00996899489,FracTracker,PNNL,ABTEEN VENTURES LLC (CloudHQ),CloudHQ MCC2,Operating,Operating/inferred,712.062,1.0,strong_name_supported_1km,True
FracTracker:frac_row_524,PNNL:building_01252196801,FracTracker,PNNL,Johnstown Data Center (Beech Rd),Amazon Web Services CMH62,Proposed,Operating/inferred,712.167,1.0,strong_name_supported_1km,True
FracTracker:frac_row_253,PNNL:building_00830881734,FracTracker,PNNL,DSM14 (Microsoft),Microsoft,Approved/Permitted/Under construction,Operating/inferred,714.732,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1180,PNNL:building_00048242814,FracTracker,PNNL,21641 CHARLES VIEW DR,Amazon IAD10,Operating,Operating/inferred,714.867,1.0,strong_name_supported_1km,True
FracTracker:frac_row_716,PNNL:building_00815057182,FracTracker,PNNL,Meta Data Center,Facebook Fort Worth Datacenter,Operating,Operating/inferred,716.576,1.0,strong_name_supported_1km,True
FracTracker:frac_row_835,PNNL:building_01309123033,FracTracker,PNNL,21455 Beaumeade Circle,Equinix Ashburn DC6,Proposed,Operating/inferred,719.902,1.0,strong_name_supported_1km,True
FracTracker:frac_row_879,PNNL:building_00793087858,FracTracker,PNNL,IAD Round Table Campus Digital Realty,Digital Realty IAD41 (Building P),Operating,Operating/inferred,721.434,1.0,strong_name_supported_1km,True
FracTracker:frac_row_840,PNNL:building_00597970813,FracTracker,PNNL,43831 DEVIN SHAFRON DR,Digital Realty Northern Virginia IAD38,Operating,Operating/inferred,722.248,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1059,PNNL:building_00045776979,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD24,Operating,Operating/inferred,724.444,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1182,PNNL:building_00460056020,FracTracker,PNNL,22370 KIPPER DR AWS,Amazon IAD56,Operating,Operating/inferred,724.925,1.0,strong_name_supported_1km,True
FracTracker:frac_row_933,PNNL:building_01252196797,FracTracker,PNNL,AWS Westfax A,Amazon Web Services,Operating,Operating/inferred,725.088,1.0,strong_name_supported_1km,True
FracTracker:frac_row_855,PNNL:building_00793888408,FracTracker,PNNL,Ashburn Data Center,Equinix Ashburn DC15,Proposed,Operating/inferred,725.994,1.0,strong_name_supported_1km,True
FracTracker:frac_row_254,PNNL:building_00830881744,FracTracker,PNNL,Project Alluvion (Microsoft),Microsoft,Operating,Operating/inferred,727.401,1.0,strong_name_supported_1km,True
FracTracker:frac_row_873,PNNL:building_00298242260,FracTracker,PNNL,Equinix Data Center,Equinix Ashburn DC3,Operating,Operating/inferred,731.719,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1154,PNNL:building_01030970564,FracTracker,PNNL,7301 TECHNOLOGY BLVD,Meta Henrico Data Center,Operating,Operating/inferred,731.831,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1060,NAICS:naics_125,FracTracker,NAICS,AMAZON DATA SERVICES INC,"AMAZON DATA SERVICES, INC. IAD-7 IAD-11 IAD-24",Operating,Operating/inferred,731.886,1.0,strong_name_supported_1km,True
FracTracker:frac_row_878,PNNL:building_00300969614,FracTracker,PNNL,IAD Digital Loudoun Plaza,Digital Realty Northern Virginia IAD14,Operating,Operating/inferred,733.291,1.0,strong_name_supported_1km,True
FracTracker:frac_row_2,PNNL:campus_00714889192,FracTracker,PNNL,Google Data Center,Google Jackson County Data Center,Operating,Operating/inferred,734.371,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1184,PNNL:building_01161094246,FracTracker,PNNL,22945 INTERNATIONAL DR AWS,Amazon Web Services,Operating,Operating/inferred,734.894,1.0,strong_name_supported_1km,True
FracTracker:frac_row_872,PNNL:building_01309123034,FracTracker,PNNL,EQUINIX ASHBURN EAST,Equinix Ashburn DC4,Proposed,Operating/inferred,736.498,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1182,PNNL:building_00465062052,FracTracker,PNNL,22370 KIPPER DR AWS,Amazon IAD87,Operating,Operating/inferred,737.965,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1055,PNNL:building_00460060341,FracTracker,PNNL,Amazon Data Center,Amazon IAD52,Proposed,Operating/inferred,738.57,1.0,strong_name_supported_1km,True
NAICS:naics_257,PNNL:building_00209087373,NAICS,PNNL,1525 COMSTOCK  C/O DIGITAL REA,Silicon Valley SJC31,Operating/inferred,Operating/inferred,738.672,1.0,strong_name_supported_1km,True
FracTracker:frac_row_2,PNNL:building_00844371953,FracTracker,PNNL,Google Data Center,Google,Operating,Operating/inferred,738.692,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1128,PNNL:building_01134104431,FracTracker,PNNL,Coresite 12100 SV & 12098 SV,CoreSite Reston Campus VA2,Expanding,Operating/inferred,741.488,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1181,PNNL:building_00465062053,FracTracker,PNNL,22350 KIPPER DR AWS,Amazon IAD88,Operating,Operating/inferred,741.865,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1257,PNNL:building_01317733642,FracTracker,PNNL,Western Lands,Digital Realty Northern Virginia IAD44,Proposed,Operating/inferred,744.055,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1061,PNNL:building_00045776979,FracTracker,PNNL,AMAZON DATA SERVICES INC,Amazon IAD24,Operating,Operating/inferred,744.286,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1245,PNNL:building_01188680254,FracTracker,PNNL,QTS BRODERICK ACQUISITION CO LLC,QTS Ashburn Lockridge,Operating,Operating/inferred,747.929,0.5,strong_name_supported_1km,True
FracTracker:frac_row_1225,NAICS:naics_430,FracTracker,NAICS,Manekin Plaza,"AMAZON DATA SERVICES, INC. IAD-116 IAD-117",Proposed,Operating/inferred,750.693,1.0,strong_name_supported_1km,True
FracTracker:frac_row_841,PNNL:building_00298127059,FracTracker,PNNL,44470 Chilum Place,Equinix Ashburn DC1,Operating,Operating/inferred,751.403,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1244,PNNL:building_01188680254,FracTracker,PNNL,QTS Ashburn-Moran,QTS Ashburn Lockridge,Operating,Operating/inferred,755.191,0.5,strong_name_supported_1km,True
FracTracker:frac_row_1188,PNNL:building_01173770902,FracTracker,PNNL,ARCOLA,Google: Arcola 2,Proposed,Operating/inferred,755.855,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1218,PNNL:building_01276518684,FracTracker,PNNL,IAD03,Aligned IAD03,Operating,Operating/inferred,757.751,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1163,PNNL:building_00989735623,FracTracker,PNNL,AWS H&M Property,Amazon IAD152,Expanding,Operating/inferred,758.681,1.0,strong_name_supported_1km,True
FracTracker:frac_row_867,PNNL:building_00298242335,FracTracker,PNNL,Digital Filigree,Digital Realty ACC3,Proposed,Operating/inferred,760.88,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1163,PNNL:building_00544596573,FracTracker,PNNL,AWS H&M Property,Amazon IAD63,Expanding,Operating/inferred,762.118,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1059,NAICS:naics_125,FracTracker,NAICS,AMAZON DATA SERVICES INC,"AMAZON DATA SERVICES, INC. IAD-7 IAD-11 IAD-24",Operating,Operating/inferred,762.814,1.0,strong_name_supported_1km,True
FracTracker:frac_row_253,PNNL:building_00830881743,FracTracker,PNNL,DSM14 (Microsoft),Microsoft,Approved/Permitted/Under construction,Operating/inferred,764.497,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1333,PNNL:building_01458626323,FracTracker,PNNL,Project Sharka: Google Data Center,Google,Approved/Permitted/Under construction,Operating/inferred,764.535,1.0,strong_name_supported_1km,True
FracTracker:frac_row_855,PNNL:building_01123249721,FracTracker,PNNL,Ashburn Data Center,Equinix Ashburn DC16,Proposed,Operating/inferred,765.986,1.0,strong_name_supported_1km,True
FracTracker:frac_row_254,PNNL:building_00830881745,FracTracker,PNNL,Project Alluvion (Microsoft),Microsoft,Operating,Operating/inferred,766.488,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1163,PNNL:building_00460056017,FracTracker,PNNL,AWS H&M Property,Amazon IAD-61,Expanding,Operating/inferred,769.524,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1333,PNNL:building_00844386860,FracTracker,PNNL,Project Sharka: Google Data Center,Google,Approved/Permitted/Under construction,Operating/inferred,770.253,1.0,strong_name_supported_1km,True
FracTracker:frac_row_933,PNNL:building_01252196798,FracTracker,PNNL,AWS Westfax A,Amazon Web Services,Operating,Operating/inferred,770.374,1.0,strong_name_supported_1km,True
FracTracker:frac_row_2,PNNL:building_00844371952,FracTracker,PNNL,Google Data Center,Google,Operating,Operating/inferred,770.826,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1037,PNNL:building_00710070925,FracTracker,PNNL,Project Celtic Phase 1,Google Data Center,Expanding,Operating/inferred,771.512,1.0,strong_name_supported_1km,True
FracTracker:frac_row_98,PNNL:building_00269847438,FracTracker,PNNL,Atlanta Metro DC4,QTS Atlanta Data Center 1,Operating,Operating/inferred,776.544,1.0,strong_name_supported_1km,True
FracTracker:frac_row_835,PNNL:building_00234722029,FracTracker,PNNL,21455 Beaumeade Circle,Equinix Ashburn DC2,Proposed,Operating/inferred,777.042,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1061,NAICS:naics_125,FracTracker,NAICS,AMAZON DATA SERVICES INC,"AMAZON DATA SERVICES, INC. IAD-7 IAD-11 IAD-24",Operating,Operating/inferred,777.553,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1247,PNNL:building_00299946152,FracTracker,PNNL,QTS Lockridge ASH2 Quality Tech Lane DC2,,Operating,Operating/inferred,779.282,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1132,NAICS:naics_386,FracTracker,NAICS,SUNRISE TECHNOLOGY PARK,CORESITE RESTON CAMPUS (74130),Operating,Operating/inferred,779.788,1.0,strong_name_supported_1km,True
FracTracker:frac_row_908,PNNL:campus_00675108684,FracTracker,PNNL,Microsoft Data Center,Microsoft Boydton Data Center,Operating,Operating/inferred,782.613,1.0,strong_name_supported_1km,True
FracTracker:frac_row_5,PNNL:building_01160814413,FracTracker,PNNL,Meta Data Center,Meta Huntsville Data center,Operating,Operating/inferred,783.501,1.0,strong_name_supported_1km,True
NAICS:naics_499,PNNL:building_01472128598,NAICS,PNNL,"QTS FAYETTEVILLE I, LLC",QTS,Operating/inferred,Operating/inferred,785.074,1.0,strong_name_supported_1km,True
FracTracker:frac_row_522,PNNL:building_01252196804,FracTracker,PNNL,Johnstown Data Center (Harrison Rd),Amazon Web Services,Proposed,Operating/inferred,786.056,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1086,PNNL:building_01059037050,FracTracker,PNNL,NVA16 LLC,COPT Innovation Park Data Center,Proposed,Operating/inferred,786.153,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1105,PNNL:building_01287260556,FracTracker,PNNL,VA6B1 and VA6B2,Iron Mountain VA-4,Operating,Operating/inferred,787.085,1.0,strong_name_supported_1km,True
FracTracker:frac_row_1224,PNNL:building_00744496741,FracTracker,PNNL,Loudoun Commerce Center,Amazon Web Services IAD117,Proposed,Operating/inferred,787.647,1.0,strong_name_supported_1km,True
