site_group_id,canonical_name,sources,source_count,member_count,primary_source,primary_source_layer,primary_record_uid,status_summary,is_currently_built,has_pipeline_status,state,county,city,latitude,longitude,coordinate_valid,geometry_type,operator_summary,name_aliases,facility_size_sqft,campus_area_sqft,mw_summary,reference_confidence,match_notes
site_00019,AMAZON DATA SERVICES INC,FracTracker|NAICS|PNNL,3,9,PNNL,campus,PNNL:campus_00697021949,Operating,True,False,VA,Prince William County,Haymarket,38.81581597741176,-77.65269565653946,True,MultiPolygon,Amazon|Amazon Web Services,"AMAZON DATA SERVICES INC|AMAZON DATA SERVICES, INC. IAD-55 IAD-64 IAD-84|Amazon IAD-55|Amazon IAD64|Amazon IAD84|Amazon Web Services|DC 11 DE LLC (Amazon)",453174.0,1278242.0,,multi_source,FracTracker:frac_row_1013<->NAICS:naics_240:name_supported_500m:488.814m ; FracTracker:frac_row_1013<->PNNL:building_00222672860:name_supported_500m:315.123m ; FracTracker:frac_row_1013<->PNNL:building_00697021948:name_supported_500m:107.227m ; FracTracker:frac_row_1013<->PNNL:building_00828135845:spatial_100m:28.729m ; FracTracker:frac_row_1013<->PNNL:building_01280340216:name_supported_500m:233.985m ; FracTracker:frac_row_1013<->PNNL:building_01280340217:name_supported_500m:115.823m ; FracTracker:frac_row_1013<->PNNL:campus_00697021949:spatial_100m:41.07m ; FracTracker:frac_row_1014<->NAICS:naics_240:name_supported_500m:287.935m ; FracTracker:frac_row_1014<->PNNL:building_00222672860:spatial_100m:14.522m ; FracTracker:frac_row_1014<->PNNL:building_00697021948:name_supported_500m:364.698m ; FracTracker:frac_row_1014<->PNNL:building_00828135845:name_supported_500m:344.647m ; FracTracker:frac_row_1014<->PNNL:building_01280340216:name_supported_500m:490.411m ; FracTracker:frac_row_1014<->PNNL:building_01280340217:name_supported_500m:360.565m ; FracTracker:frac_row_1014<->PNNL:campus_00697021949:name_supported_500m:352.84m ; NAICS:naics_240<->PNNL:building_00222672860:name_supported_500m:302.435m ; NAICS:naics_240<->PNNL:campus_00697021949:strong_name_supported_1km:529.882m
site_00020,EdgeConneX Richmond - EDCRIC01,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1015,Operating,True,False,VA,Henrico,Henrico,37.63892,-77.46779,True,Point,NORTH RUN LH LLC,EdgeConneX Richmond - EDCRIC01,17888.0,,,single_source_curated,
site_00021,Lumen Richmond 2,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1016,Operating,True,False,VA,Henrico,Henrico,37.623894,-77.50267,True,Point,LEVEL 3 COMMUNICATIONS LLC,Lumen Richmond 2,5522.0,,,single_source_curated,
site_00022,Equinix DC97,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00221897579,Operating,True,False,VA,Fairfax County,Herndon,38.96157142283795,-77.37742307519908,True,Polygon,LDI PROPCO 2 LLC,Equinix DC 97|Equinix DC97,63912.0,,,multi_source,FracTracker:frac_row_1017<->PNNL:building_00221897579:spatial_100m:11.065m
site_00023,Renaissance Technology Park,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1018,Proposed,False,True,VA,Fairfax,Herndon,38.932446,-77.42387,True,Point,RP INDUSTRIAL OWNER II LLC,Renaissance Technology Park,2136040.0,,,single_source_curated,
site_00024,Cogent Data Center Atlanta 2,FracTracker,1,1,FracTracker,,FracTracker:frac_row_102,Operating,True,False,GA,Fulton,Atlanta,33.722496,-84.412796,True,Point,Cogent Communications,Cogent Data Center Atlanta 2,36172.0,,,single_source_curated,
site_00025,EdgeCore,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1020,Suspended,False,True,VA,Goochland,Kents Store,37.88311,-78.0388,True,Point,,EdgeCore,3900000.0,,1100,single_source_curated,
site_00026,Birchwood AWS,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1021,Proposed,False,True,VA,King George,King George,38.266403,-77.317726,True,Point,Amazon,Birchwood AWS,7250000.0,,,single_source_curated,
site_00027,Dahlgren West,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1022,Proposed,False,True,VA,King George,King George,38.30985,-77.11264,True,Point,,Dahlgren West,9000000.0,,,single_source_curated,
site_00028,Ladysmith Technology Park,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1023,Proposed,False,True,VA,Caroline,,38.0269,-77.50431,True,Point,,Ladysmith Technology Park,1684480.0,,,single_source_curated,
site_00029,Leesburg Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1024,Proposed,False,True,VA,Loudoun,Leesburg,39.06878,-77.5313,True,Point,Amazon,Leesburg Data Center,,,,single_source_curated,
site_00030,Cochran Mill Road,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1025,Proposed,False,True,VA,Loudoun,Leesburg,39.074635,-77.51654,True,Point,,Cochran Mill Road,811129.0,,,single_source_curated,
site_00031,True North Data Centers,FracTracker|PNNL,2,3,PNNL,campus,PNNL:campus_01387391200,Operating,True,False,VA,Loudoun County,Leesburg,39.04372564306367,-77.53741191978271,True,MultiPolygon,COMPASS DATACENTERS IAD I LLC|True North Data Solutions,COMPASS DATACENTERS IAD I|TikTok Data Center|True North Data Centers,551029.0,4583218.0,,multi_source,FracTracker:frac_row_1026<->PNNL:building_01387391201:spatial_100m:58.752m ; FracTracker:frac_row_1026<->PNNL:campus_01387391200:spatial_100m:19.286m
site_00032,Cross Mill Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1027,Proposed,False,True,VA,Loudoun,Leesburg,39.06295,-77.550476,True,Point,"Kuhn, Charles C/JK Holdings II LLC",Cross Mill Center,546500.0,,,single_source_curated,
site_00033,Cross Mill Center Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1028,Proposed,False,True,VA,Loudoun,Leesburg,39.06358,-77.5522,True,Point,,Cross Mill Center Data Center,556746.0,,,single_source_curated,
