site_group_id,canonical_name,sources,source_count,member_count,primary_source,primary_source_layer,primary_record_uid,status_summary,is_currently_built,has_pipeline_status,state,county,city,latitude,longitude,coordinate_valid,geometry_type,operator_summary,name_aliases,facility_size_sqft,campus_area_sqft,mw_summary,reference_confidence,match_notes
site_00176,22660 Executive Dr Prologis,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1183,Proposed,False,True,VA,Loudoun,Sterling,38.989754,-77.44206,True,Point,Prologis,22660 Executive Dr Prologis,,,,single_source_curated,
site_00177,Centersquare IAD1-B,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00052094269,Operating,True,False,VA,Loudoun County,Sterling,39.02390730425034,-77.41518975933123,True,Polygon,Centersquare|MEDINA DC 2 ASSETS LLC,45845 NOKES BLVD|Centersquare IAD1-B,79300.0,,,multi_source,FracTracker:frac_row_1186<->PNNL:building_00052094269:spatial_100m:8.053m
site_00178,Arcola Pacific Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1189,Proposed,False,True,VA,Loudoun,STERLING,39.004864,-77.44699,True,Point,PowerHouse Data Centers,Arcola Pacific Campus,1100000.0,,,single_source_curated,
site_00179,CenturyLink,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00536784688,Operating,True,False,GA,Fulton County,Atlanta,33.76514415943699,-84.38373631254974,True,Polygon,H5 Data Centers,CenturyLink|H5 Atlanta,110000.0,,8,multi_source,FracTracker:frac_row_119<->PNNL:building_00536784688:spatial_100m:7.195m
site_00180,AWS: IAD58,FracTracker|PNNL,2,5,PNNL,campus,PNNL:campus_00460056018,Operating,True,False,VA,Loudoun County,Sterling,38.9865020849492,-77.44219586774605,True,MultiPolygon,Amazon Web Services,AWS: IAD58|Amazon IAD57|Amazon IAD58|IAD57 Data Center,251091.0,709715.0,,multi_source,FracTracker:frac_row_1191<->PNNL:building_00697020850:spatial_100m:5.816m ; FracTracker:frac_row_1191<->PNNL:campus_00460056018:spatial_100m:69.554m ; FracTracker:frac_row_1192<->PNNL:building_00697020849:spatial_100m:7.611m ; FracTracker:frac_row_1192<->PNNL:campus_00460056018:spatial_100m:31.886m
site_00181,"CyrusOne NVA1, NVA2 & NVA3",FracTracker|NAICS|PNNL,3,4,PNNL,building,PNNL:building_00435324552,Operating,True,False,VA,Loudoun County,Sterling,39.02594651093395,-77.41452291234779,True,Polygon,CyrusOne,"C1 NORTHERN VA - STERLING I-III|CYRUSONE LOUDOUN TECH CENTER|CyrusOne NVA1, NVA2 & NVA3|CyrusOne NVA8",420000.0,,48,multi_source,FracTracker:frac_row_1193<->NAICS:naics_294:name_supported_500m:185.161m ; NAICS:naics_294<->PNNL:building_00435324552:name_supported_500m:172.305m ; NAICS:naics_294<->PNNL:building_00701930919:name_supported_500m:379.147m
site_00182,CORSCALE VA2 BLDG 1,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1194,Proposed,False,True,VA,Loudoun,Sterling,39.03804,-77.433716,True,Point,,CORSCALE VA2 BLDG 1,460000.0,,,single_source_curated,
site_00183,Centersquare IAD1-C,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00052094294,Operating,True,False,VA,Loudoun County,Sterling,39.02475554990798,-77.41220365945969,True,Polygon,Centersquare|MEDINA DC 2 ASSETS LLC,CYXTERA COLOCATION|Centersquare IAD1-C,135500.0,,,multi_source,FracTracker:frac_row_1196<->PNNL:building_00052094294:spatial_100m:12.711m
site_00184,CYXTERA DC2 COLOCATION,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1197,Operating,True,False,VA,Loudoun,Sterling,39.023247,-77.413185,True,Point,MEDINA DC 2 ASSETS LLC,CYXTERA DC2 COLOCATION,89072.0,,,single_source_curated,
site_00185,Amazon IAD15,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00460056024,Operating,True,False,VA,Loudoun County,Sterling,38.991692895450356,-77.44857953268574,True,Polygon,Amazon Web Services|DCT DULLES PHASE II LLC,Amazon IAD15|DATA CENTER BUILDING C,103000.0,,,multi_source,FracTracker:frac_row_1198<->PNNL:building_00460056024:spatial_100m:3.696m
site_00186,Groot LLC/ Google,FracTracker,1,1,FracTracker,,FracTracker:frac_row_12,Approved/Permitted/Under construction,False,True,AR,Crittenden,West Memphis/Proctor,35.11835,-90.2123,True,Point,Google,Groot LLC/ Google,,,,single_source_curated,
site_00187,Intero Systems,FracTracker,1,1,FracTracker,,FracTracker:frac_row_120,Operating,True,False,GA,Fulton,Atlanta,33.61318,-84.44704,True,Point,Intero Systems,Intero Systems,,,,single_source_curated,
site_00188,DCT DULLES DOWNS Land Bay B,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1201,Proposed,False,True,VA,Loudoun,Sterling,38.98938,-77.43785,True,Point,DCT DULLES DOWNS LLC,DCT DULLES DOWNS Land Bay B,670953.0,,,single_source_curated,
site_00189,DCT DULLES PHASE II,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1203,Operating,True,False,VA,Loudoun,Sterling,38.988132,-77.450516,True,Point,DCT DULLES PHASE II LLC,DCT DULLES PHASE II,75800.0,,,single_source_curated,
site_00190,Dulles 2000 Redevelopment,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1205,Proposed,False,True,VA,Loudoun,Sterling,38.975124,-77.42687,True,Point,BCG JV Sterling LLC; Phil Tager,Dulles 2000 Redevelopment,530550.0,,,single_source_curated,
site_00191,Dulles 28 Technology Park,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1206,Proposed,False,True,VA,Loudoun,Sterling,39.0084,-77.44291,True,Point,BlackChamber Group,Dulles 28 Technology Park,685000.0,,,single_source_curated,
site_00192,Dulles Commerce,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1207,Expanding,False,True,VA,Loudoun,Sterling,38.961967,-77.49829,True,Point,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,Dulles Commerce,441175.0,,,single_source_curated,
site_00193,DULLES DISTRIBUTION Landbay A,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1208,Proposed,False,True,VA,Loudoun,STERLING,38.980274,-77.441475,True,Point,,DULLES DISTRIBUTION Landbay A,305000.0,,,single_source_curated,
site_00194,DULLES DISTRIBUTION Landbay B,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1209,Proposed,False,True,VA,Loudoun,STERLING,38.978138,-77.4419,True,Point,,DULLES DISTRIBUTION Landbay B,660000.0,,,single_source_curated,
site_00195,Lumen Atlanta 2,FracTracker,1,1,FracTracker,,FracTracker:frac_row_121,Operating,True,False,GA,Fulton,Atlanta,33.758602,-84.387856,True,Point,Lumen,Lumen Atlanta 2,,,,single_source_curated,
site_00196,Dulles Electric Data Centers,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1210,Proposed,False,True,VA,Loudoun,STERLING,38.99133,-77.42659,True,Point,,Dulles Electric Data Centers,371732.0,,,single_source_curated,
site_00197,DULLES NORTH CORPORATE PARK 8,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1212,Proposed,False,True,VA,Loudoun,Sterling,38.995342,-77.432556,True,Point,John Collich/BF SAUL REAL ESTATE INVESTMENT,DULLES NORTH CORPORATE PARK 8,262000.0,,,single_source_curated,
site_00198,Dulles Trade Center West,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1213,Proposed,False,True,VA,Loudoun,Sterling,38.95402,-77.52864,True,Point,10 Trade West Drive LLC/Charles S Kuhn Manager,Dulles Trade Center West,386800.0,,,single_source_curated,
site_00199,GLENN DRIVE NORTH & SOUTH,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1216,Proposed,False,True,VA,Loudoun,STERLING,38.988274,-77.416306,True,Point,,GLENN DRIVE NORTH & SOUTH,1668261.0,,,single_source_curated,
site_00200,HORSESHOE DRIVE,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1217,Proposed,False,True,VA,Loudoun,Sterling,39.026024,-77.411606,True,Point,,HORSESHOE DRIVE,481220.0,,,single_source_curated,
site_00201,Aligned IAD03,FracTracker|PNNL,2,3,PNNL,building,PNNL:building_01276518684,Operating,True,False,VA,Loudoun County,Sterling,38.988620947417836,-77.4407518987356,True,Polygon,Aligned|Aligned Data Centers|Vantage Data Centers VA2 LLC; Ryan Dorsett,Aligned IAD03|Aligned: IAD03|IAD03,430000.0,,72,multi_source,FracTracker:frac_row_1187<->PNNL:building_01276518684:spatial_100m:13.933m ; FracTracker:frac_row_1218<->PNNL:building_01276518684:strong_name_supported_1km:757.751m
site_00202,Lumen Atlanta 5,FracTracker,1,1,FracTracker,,FracTracker:frac_row_122,Operating,True,False,GA,Fulton,Atlanta,33.728493,-84.41872,True,Point,Lumen,Lumen Atlanta 5,2400.0,,0-.4,single_source_curated,
site_00203,Centersquare IAD3,FracTracker|NAICS|PNNL,3,3,PNNL,building,PNNL:building_00273895868,Operating,True,False,VA,Loudoun County,Sterling,38.98092474637894,-77.44424695215189,True,Polygon,22995 WILDER COURT LLC|Centersquare,22995 WILDER COURT LLC|Centersquare IAD3|IAD3 Evoque Cyxtera,130400.0,,,multi_source,FracTracker:frac_row_1221<->NAICS:naics_65:name_supported_500m:119.073m ; FracTracker:frac_row_1221<->PNNL:building_00273895868:spatial_100m:16.977m
site_00204,Amazon IAD76,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00299927846,Operating,True,False,VA,Loudoun County,Sterling,38.993785281689334,-77.45050945562221,True,Polygon,Amazon Web Services|FR RANDOLPH DRIVE LLC,Amazon IAD76|IAD76,138900.0,,,multi_source,FracTracker:frac_row_1222<->PNNL:building_00299927846:spatial_100m:38.762m
site_00205,JK TECHNOLOGY PARK #3,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1223,Proposed,False,True,VA,Loudoun,Sterling,38.945557,-77.54126,True,Point,,JK TECHNOLOGY PARK #3,184080.0,,,single_source_curated,
site_00206,ME-DC Pacific,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1227,Proposed,False,True,VA,Loudoun,Sterling,38.999855,-77.445175,True,Point,,ME-DC Pacific,589400.0,,,single_source_curated,
site_00207,MECP 1 ASHBURN 2 LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1228,Proposed,False,True,VA,Loudoun,Sterling,39.02199,-77.415115,True,Point,EdgeCore Digital/Partners Group,MECP 1 ASHBURN 2 LLC,348000.0,,,single_source_curated,
site_00208,MECP1 ASHBURN 1 LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1229,Operating,True,False,VA,Loudoun,Sterling,39.028484,-77.42769,True,Point,,MECP1 ASHBURN 1 LLC,258716.0,,,single_source_curated,
site_00209,Lumen Atlanta 6,FracTracker,1,1,FracTracker,,FracTracker:frac_row_123,Operating,True,False,GA,Fulton,Atlanta,33.75479,-84.358734,True,Point,Lumen,Lumen Atlanta 6,,,,single_source_curated,
site_00210,MECP2 ASHBURN 2 LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1230,Operating,True,False,VA,Loudoun,Sterling,39.03041,-77.429016,True,Point,,MECP2 ASHBURN 2 LLC,258716.0,,,single_source_curated,
site_00211,MECP3 ASHBURN 3 LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1231,Operating,True,False,VA,Loudoun,Sterling,39.03235,-77.42991,True,Point,,MECP3 ASHBURN 3 LLC,258716.0,,,single_source_curated,
site_00212,MERCURE BUSINESS PARK LOT 22,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1232,Proposed,False,True,VA,Loudoun,STERLING,38.98593,-77.478325,True,Point,,MERCURE BUSINESS PARK LOT 22,95658.0,,,single_source_curated,
site_00213,MERCURE BUSINESS PARK LOT 4A1B,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1233,Proposed,False,True,VA,Loudoun,STERLING,38.98479,-77.48216,True,Point,,MERCURE BUSINESS PARK LOT 4A1B,101579.0,,,single_source_curated,
site_00214,MERCURE BUSINESS PARK LOTS 19 AND 20,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1234,Proposed,False,True,VA,Loudoun,STERLING,38.985,-77.47932,True,Point,,MERCURE BUSINESS PARK LOTS 19 AND 20,178648.0,,,single_source_curated,
site_00215,NV-8 CYRUSONE,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1236,Operating,True,False,VA,Loudoun,Sterling,39.021248,-77.41337,True,Point,C1 NORTHERN VIRGINIA - STERLING VIII LLC,NV-8 CYRUSONE,154100.0,,,single_source_curated,
site_00216,NV-9 CYRUSONE,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1237,Expanding,False,True,VA,Loudoun,Sterling,38.958664,-77.50507,True,Point,C1 NORTHERN VIRGINIA - STERLING IX LLC,NV-9 CYRUSONE,525482.0,,135,single_source_curated,
site_00217,STACK NVA01A - Northern Virginia,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00059294476,Operating,True,False,VA,Loudoun County,Sterling,39.00469915120877,-77.44176406797281,True,Polygon,"SI NVA01, LLC|Stack Infrastructure",NVA01 STACK INFRASTRUCTURE|STACK NVA01A - Northern Virginia,180000.0,,,multi_source,FracTracker:frac_row_1238<->PNNL:building_00059294476:spatial_100m:25.486m
site_00218,Paragon Park Lot 3B,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1239,Proposed,False,True,VA,Loudoun,Sterling,39.01517,-77.43475,True,Point,BlackChamber Group,Paragon Park Lot 3B,405611.0,,,single_source_curated,
site_00219,Lumen Doraville 1,FracTracker,1,1,FracTracker,,FracTracker:frac_row_124,Operating,True,False,GA,Gwinnett,Atlanta,33.90809,-84.236206,True,Point,Lumen,Lumen Doraville 1,,,,single_source_curated,
site_00220,Prologis NOVA 1,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1240,Expanding,False,True,VA,Loudoun,Sterling,38.98944,-77.44955,True,Point,Prologis,Prologis NOVA 1,500000.0,,,single_source_curated,
site_00221,PROLOGIS PARK GATEWAY II,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1241,Proposed,False,True,VA,Loudoun,Sterling,38.98795,-77.43817,True,Point,Prologis,PROLOGIS PARK GATEWAY II,294000.0,,,single_source_curated,
site_00222,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1242,Expanding,False,True,VA,Loudoun,Sterling,38.95745,-77.49768,True,Point,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,474570.0,,,single_source_curated,
site_00223,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1243,Expanding,False,True,VA,Loudoun,Sterling,38.95321,-77.49552,True,Point,,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,2023449.0,,,single_source_curated,
site_00224,QTS Ashburn 1,FracTracker|PNNL,2,10,PNNL,campus,PNNL:campus_00696985482,Operating,True,False,VA,Loudoun County,Sterling,38.99945874398648,-77.4498761385079,True,MultiPolygon,ASHBURN ACQUISITION CO II LLC|QTS DULLES LLC|QTS Data Centers|QTS INVESTMENT PROPERTIES ASHBURN LLC|Quality Technology Services,QTS Ashburn 1|QTS Ashburn Lockridge|QTS Ashburn-Moran|QTS BRODERICK ACQUISITION CO LLC|QTS Lockridge ASH2 Quality Tech Lane DC1|QTS Lockridge ASH2 Quality Tech Lane DC2,65058.0,402308.0,,multi_source,FracTracker:frac_row_1244<->PNNL:building_00299946152:spatial_100m:28.491m ; FracTracker:frac_row_1244<->PNNL:building_00460175664:spatial_100m:26.404m ; FracTracker:frac_row_1244<->PNNL:building_00701923200:strong_name_supported_1km:592.812m ; FracTracker:frac_row_1244<->PNNL:building_01188680253:strong_name_supported_1km:612.63m ; FracTracker:frac_row_1244<->PNNL:building_01188680254:strong_name_supported_1km:755.191m ; FracTracker:frac_row_1245<->PNNL:building_00299946152:strong_name_supported_1km:526.99m ; FracTracker:frac_row_1245<->PNNL:building_00701923200:spatial_100m:55.074m ; FracTracker:frac_row_1245<->PNNL:building_01188680253:strong_name_supported_1km:623.143m ; FracTracker:frac_row_1245<->PNNL:building_01188680254:strong_name_supported_1km:747.929m ; FracTracker:frac_row_1245<->PNNL:campus_00696985482:spatial_100m:40.051m ; FracTracker:frac_row_1246<->PNNL:building_00299946152:strong_name_supported_1km:644.028m ; FracTracker:frac_row_1246<->PNNL:building_01188680253:spatial_100m:23.299m ; FracTracker:frac_row_1247<->PNNL:building_00299946152:strong_name_supported_1km:779.282m ; FracTracker:frac_row_1247<->PNNL:building_01188680253:name_supported_500m:149.64m ; FracTracker:frac_row_1247<->PNNL:building_01188680254:spatial_100m:26.562m
site_00225,RIDGETOP CENTER,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1248,Proposed,False,True,VA,Loudoun,Sterling,39.024727,-77.409904,True,Point,,RIDGETOP CENTER,268339.0,,,single_source_curated,
site_00226,SHAW ROAD BUSINESS PARK,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1249,Proposed,False,True,VA,Loudoun,Sterling,38.98132,-77.42225,True,Point,,SHAW ROAD BUSINESS PARK,,,,single_source_curated,
site_00227,Marrietta Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_125,Operating,True,False,GA,Cobb,Atlanta,33.884117,-84.47229,True,Point,Coloblox,Marrietta Data Center,,,,single_source_curated,
site_00228,"STERLING VI, V",FracTracker,1,1,FracTracker,,FracTracker:frac_row_1250,Operating,True,False,VA,Loudoun,Sterling,39.02435,-77.434105,True,Point,,"STERLING VI, V",1178308.0,,,single_source_curated,
site_00229,Thayer Road,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1251,Proposed,False,True,VA,Loudoun,Sterling,39.026966,-77.42448,True,Point,,Thayer Road,305593.0,,,single_source_curated,
site_00230,VA 16,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1252,Operating,True,False,VA,Loudoun,STERLING,38.99909,-77.44114,True,Point,,VA 16,255935.0,,,single_source_curated,
site_00231,Vantage VA11,FracTracker|PNNL,2,6,PNNL,building,PNNL:building_00701924665,Operating,True,False,VA,Loudoun County,Sterling,39.00239460734178,-77.43766056847713,True,Polygon,VANTAGE DATA CENTERS VA11 LLC|VANTAGE DATA CENTERS VA12 LLC|VANTAGE DATA CENTERS VA2 LLC|Vantage Data Centers,VANTAGE DATA CENTERS VA11|VANTAGE DATA CENTERS VA12|Vantage V2 Campus 22318 Glenn Drive|Vantage VA11|Vantage VA12|Vantage VA2,253352.0,,,multi_source,FracTracker:frac_row_1253<->PNNL:building_00701924665:spatial_100m:38.024m ; FracTracker:frac_row_1254<->PNNL:building_00985207884:name_supported_500m:225.375m ; FracTracker:frac_row_1255<->PNNL:building_00701924665:strong_name_supported_1km:810.159m ; FracTracker:frac_row_1255<->PNNL:building_00985207884:strong_name_supported_1km:799.456m ; FracTracker:frac_row_1255<->PNNL:building_01344901575:spatial_100m:5.71m
site_00232,VERISIGN INC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1256,Operating,True,False,VA,Loudoun,Sterling,38.997738,-77.44368,True,Point,VERISIGN INC,VERISIGN INC,64300.0,,,single_source_curated,
site_00233,Digital Realty Northern Virginia IAD44,FracTracker|PNNL,2,3,PNNL,building,PNNL:building_01317733642,Operating|Proposed,True,True,VA,Loudoun County,Dulles,38.96085555401278,-77.49143162866764,True,Polygon,Digital Realty,Digital Realty Northern Virginia IAD44|IAD44|Western Lands,784204.0,,,multi_source,FracTracker:frac_row_1257<->PNNL:building_01317733642:strong_name_supported_1km:744.055m ; FracTracker:frac_row_962<->PNNL:building_01317733642:spatial_100m:85.986m
site_00234,Marvell Developments,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1258,Proposed,False,True,VA,Culpeper,Stevensburg,38.435802,-77.87576,True,Point,Amazon,Marvell Developments,445000.0,,,single_source_curated,
site_00235,Microsoft Data Center,FracTracker|PNNL,2,7,PNNL,campus,PNNL:campus_00897226569,Operating|Proposed,True,True,VA,Loudoun County,Aldie,38.949312045394976,-77.5594854254625,True,MultiPolygon,Amazon|Amazon Web Services|Microsoft,24244 QUAIL RIDGE LN|42139 REEDS FARM LN|Amazon IAD124|Amazon IAD125|IAD11|Microsoft Data Center|Microsoft IAD11,412400.0,1575278.0,,multi_source,FracTracker:frac_row_1259<->PNNL:building_00897226574:strong_name_supported_1km:983.074m ; FracTracker:frac_row_1260<->PNNL:building_01124864831:spatial_100m:46.746m ; FracTracker:frac_row_1260<->PNNL:campus_00897226569:name_supported_500m:375.176m ; FracTracker:frac_row_828<->PNNL:building_00897226574:name_supported_500m:108.103m ; FracTracker:frac_row_828<->PNNL:building_00897226575:spatial_100m:94.779m ; FracTracker:frac_row_828<->PNNL:campus_00897226569:spatial_100m:86.257m
site_00236,Microsoft: Project Fulton,FracTracker,1,1,FracTracker,,FracTracker:frac_row_126,Proposed,False,True,GA,Fulton,Atlanta,33.64121,-84.5167,True,Point,Microsoft,Microsoft: Project Fulton,250000.0,,,single_source_curated,
site_00237,Quail Ridge C - D,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01301654223,Operating,True,False,VA,Loudoun County,Stone Ridge,38.94801698707017,-77.55898682593282,True,Polygon,,Quail Ridge C - D,505200.0,,,multi_source,FracTracker:frac_row_1261<->PNNL:building_01301654223:spatial_100m:43.668m
site_00238,Google Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1262,Proposed,False,True,VA,Botetourt,Troutville (Botetourt County),37.44555,-79.9223,True,Point,Google,Google Data Center,900000.0,,,single_source_curated,
site_00239,Equinix DC7,FracTracker|NAICS|PNNL,3,3,PNNL,building,PNNL:building_00368724474,Expanding,True,True,VA,Fairfax County,Vienna,38.90913922220713,-77.22055679495352,True,Polygon,Equinix,"Equinix DC7|TYSONS ENTERPRISE WEST, LLC|Tysons Enterprise West",202500.0,,,multi_source,FracTracker:frac_row_1264<->NAICS:naics_550:spatial_100m:59.408m ; FracTracker:frac_row_1264<->PNNL:building_00368724474:spatial_100m:15.922m ; NAICS:naics_550<->PNNL:building_00368724474:spatial_100m:68.768m
site_00240,Globalinx Virginia Beach,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1265,Operating,True,False,VA,Virginia Beach,Virginia Beach,36.783707,-76.00894,True,Point,LANDING 888 LLC,Globalinx Virginia Beach,9712.0,,,single_source_curated,
site_00241,Telxius Cable Landing Station Virginia Beach,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1266,Expanding,False,True,VA,Virginia Beach,Virginia Beach,36.777546,-76.00713,True,Point,Telxius,Telxius Cable Landing Station Virginia Beach,10750.0,,,single_source_curated,
site_00242,OVH US East Vint Hill,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00225745958,Expanding,True,True,VA,Fauquier County,Warrenton,38.747444697578814,-77.67445377449387,True,Polygon,DATA CENTER VINT HILL LLC,DATA CENTER VINT HILL|OVH US East Vint Hill,84199.0,,,multi_source,FracTracker:frac_row_1267<->PNNL:building_00225745958:spatial_100m:17.394m
site_00243,Maple Tree Farm,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1268,Proposed,False,True,VA,Fauquier,Warrenton,38.691586,-77.77973,True,Point,,Maple Tree Farm,,,,single_source_curated,
site_00244,Vint Hill Corners,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1269,Proposed,False,True,VA,Fauquier,WARRENTON,38.744583,-77.68534,True,Point,Vint Hill Corners LLC,Vint Hill Corners,360000.0,,,single_source_curated,
site_00245,Southern Telecom Atlanta,FracTracker,1,1,FracTracker,,FracTracker:frac_row_127,Operating,True,False,GA,Fulton,Atlanta,33.762527,-84.387886,True,Point,Southern Telecom,Southern Telecom Atlanta,,,0-1,single_source_curated,
site_00246,Vint Hill Technology Campus (CyrusOne),FracTracker,1,1,FracTracker,,FracTracker:frac_row_1270,Proposed,False,True,VA,Fauquier,Warrenton,38.75228,-77.67349,True,Point,C1 Vint Hill LLC,Vint Hill Technology Campus (CyrusOne),981000.0,,,single_source_curated,
site_00247,DP Facilities: Mineral Gap,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1271,Expanding,False,True,VA,Wise,Wise,36.978065,-82.52703,True,Point,DP FACILITIES INC SOUTH LLC,DP Facilities: Mineral Gap,65000.0,,,single_source_curated,
site_00248,Amazon Data Service: Orrock Rd,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1272,Proposed,False,True,VA,Spotsylvania,Woodford,38.121346,-77.50528,True,Point,Amazon,Amazon Data Service: Orrock Rd,4500000.0,,,single_source_curated,
site_00249,Mattameade Tech Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1273,Proposed,False,True,VA,Caroline,Woodford,38.114647,-77.49115,True,Point,Amazon,Mattameade Tech Campus,4500000.0,,,single_source_curated,
site_00250,Mattameade Tech Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1274,Proposed,False,True,VA,Spotsylvania,Woodford,38.12168,-77.504196,True,Point,Amazon,Mattameade Tech Campus,,,,single_source_curated,
site_00251,Intergate Columbia,FracTracker|PNNL,2,5,PNNL,campus,PNNL:campus_00460167190,Operating,True,False,WA,Douglas County,East Wenatchee,47.40758787947685,-120.19173054919484,True,MultiPolygon,Sabey Data Centers,Intergate Columbia|Intergate Columbia A|Intergate Columbia B|Intergate Columbia D|Sabey Data Centers - Columbia,192887.0,2771098.0,,multi_source,FracTracker:frac_row_1275<->PNNL:building_00460167186:spatial_100m:63.328m ; FracTracker:frac_row_1275<->PNNL:building_00460167187:name_supported_500m:282.627m ; FracTracker:frac_row_1275<->PNNL:building_01071774674:name_supported_500m:362.823m ; FracTracker:frac_row_1275<->PNNL:campus_00460167190:name_supported_500m:372.368m
site_00252,Equinix Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1276,Operating,True,False,WA,King,Kent,47.42195,-122.247,True,Point,,Equinix Data Center,,,,single_source_curated,
site_00253,TierPoint,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00335468616,Operating,True,False,WA,Spokane County,Liberty Lake,47.671916867147694,-117.09593477622663,True,Polygon,,TierPoint|TierPoint - Spokane Data Center (SPO03),14435.0,,,multi_source,FracTracker:frac_row_1277<->PNNL:building_00335468616:spatial_100m:15.504m
site_00254,Centersquare Lynnwood SE1,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00396296733,Operating,True,False,WA,Snohomish County,Lynnwood,47.84181079877673,-122.30169031041981,True,Polygon,Centersquare,Centersquare Lynnwood SE1|Centersquare Seattle Data Center (Lynnwood),104460.0,,,multi_source,FracTracker:frac_row_1278<->PNNL:building_00396296733:spatial_100m:29.334m
site_00255,Digital Fortress Lynnwood,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00589360530,Operating,True,False,WA,Snohomish County,Lynnwood,47.822425185435094,-122.28956096659816,True,Polygon,,Digital Fortress Data Center|Digital Fortress Lynnwood,24944.0,,,multi_source,FracTracker:frac_row_1279<->PNNL:building_00589360530:spatial_100m:49.627m
site_00256,Spring Street,FracTracker,1,1,FracTracker,,FracTracker:frac_row_128,Operating,True,False,GA,Fulton,Atlanta,33.78344,-84.38862,True,Point,Sunguard,Spring Street,,,,single_source_curated,
site_00257,EAT14,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01173822721,Operating,True,False,WA,Chelan County,Malaga,47.35949692084332,-120.16009077106149,True,Polygon,Microsoft,EAT14|Microsoft,241836.0,,,multi_source,FracTracker:frac_row_1280<->PNNL:building_01173822721:spatial_100m:93.781m
site_00258,Bitfarm Bitcoin Washington,FracTracker,1,1,FracTracker,,FracTracker:frac_row_1281,Operating,True,False,WA,Grant,Moses Lake,47.19689,-119.293205,True,Point,,Bitfarm Bitcoin Washington,,,18,single_source_curated,
